DATE,PRICE,Open,High,Low,Change %
"Dec 02, 2012",1.0488,1.0426,1.0518,1.039,0.59%
"Nov 25, 2012",1.0427,1.045,1.049,1.0399,-0.33%
"Nov 18, 2012",1.0461,1.0334,1.0473,1.033,1.15%
"Nov 11, 2012",1.0342,1.0385,1.0459,1.0283,-0.39%
"Nov 04, 2012",1.0383,1.0333,1.048,1.0327,0.45%
"Oct 28, 2012",1.0336,1.0343,1.0423,1.0319,-0.37%
"Oct 21, 2012",1.0374,1.0313,1.0401,1.023,0.43%
"Oct 14, 2012",1.033,1.0257,1.0413,1.0198,0.96%
"Oct 07, 2012",1.0232,1.0158,1.0296,1.0145,0.45%
"Sep 30, 2012",1.0186,1.0359,1.0408,1.0147,-1.86%
"Sep 23, 2012",1.0379,1.0447,1.0476,1.0325,-0.76%
"Sep 16, 2012",1.0458,1.0546,1.0564,1.0362,-0.88%
"Sep 09, 2012",1.0551,1.0378,1.063,1.0314,1.60%
"Sep 02, 2012",1.0385,1.0279,1.0402,1.0162,0.61%
"Aug 26, 2012",1.0322,1.0404,1.0431,1.0272,-0.79%
"Aug 19, 2012",1.0404,1.0417,1.0545,1.0371,-0.14%
"Aug 12, 2012",1.0419,1.0566,1.0575,1.0407,-1.49%
"Aug 05, 2012",1.0577,1.0563,1.0614,1.0492,0.07%
"Jul 29, 2012",1.057,1.0487,1.0579,1.0431,0.82%
"Jul 22, 2012",1.0484,1.0356,1.0488,1.0173,1.02%
"Jul 15, 2012",1.0378,1.0242,1.0451,1.0197,1.45%
"Jul 08, 2012",1.023,1.0186,1.0287,1.0096,0.17%
"Jul 01, 2012",1.0213,1.0255,1.0333,1.0175,-0.26%
"Jun 24, 2012",1.024,1.005,1.0265,0.9965,1.74%
"Jun 17, 2012",1.0065,1.012,1.0228,1.0004,-0.17%
"Jun 10, 2012",1.0082,0.9999,1.0091,0.9846,1.67%
"Jun 03, 2012",0.9916,0.9699,1.0008,0.9623,2.17%
"May 27, 2012",0.9705,0.98,0.9904,0.9579,-0.57%
"May 20, 2012",0.9761,0.985,0.994,0.9686,-0.84%
"May 13, 2012",0.9844,1.001,1.0036,0.9791,-1.77%
"May 06, 2012",1.0021,1.0152,1.0221,1.0014,-1.55%
"Apr 29, 2012",1.0179,1.0457,1.0471,1.0166,-2.79%
"Apr 22, 2012",1.0471,1.0373,1.0476,1.0243,0.89%
"Apr 15, 2012",1.0379,1.0368,1.0421,1.03,0.04%
"Apr 08, 2012",1.0375,1.0297,1.0458,1.0221,0.68%
"Apr 01, 2012",1.0305,1.0442,1.0465,1.0238,-0.39%
"Mar 25, 2012",1.0345,1.0466,1.0562,1.03,-1.14%
"Mar 18, 2012",1.0464,1.0589,1.0643,1.0333,-1.23%
"Mar 11, 2012",1.0594,1.0561,1.0605,1.0419,0.21%
"Mar 04, 2012",1.0572,1.0738,1.0745,1.0505,-1.52%
"Feb 26, 2012",1.0735,1.0703,1.0857,1.0644,0.34%
"Feb 19, 2012",1.0699,1.0772,1.0816,1.0593,-0.11%
"Feb 12, 2012",1.0711,1.0693,1.08,1.0625,0.45%
"Feb 05, 2012",1.0663,1.0754,1.0847,1.0636,-1.05%
"Jan 29, 2012",1.0776,1.0633,1.0794,1.0521,1.15%
"Jan 22, 2012",1.0653,1.0472,1.069,1.0424,1.59%
"Jan 15, 2012",1.0486,1.0294,1.0488,1.0248,1.67%
"Jan 08, 2012",1.0314,1.0201,1.0381,1.0142,0.83%
"Jan 01, 2012",1.0229,1.0217,1.0388,1.0192,0.02%
"Dec 25, 2011",1.0227,1.0147,1.0269,1.0041,0.77%
"Dec 18, 2011",1.0149,0.9987,1.0221,0.9879,1.80%
"Dec 11, 2011",0.997,1.0206,1.0215,0.9857,-2.42%
"Dec 04, 2011",1.0217,1.0264,1.0381,1.0044,0.02%
"Nov 27, 2011",1.0215,0.9815,1.0332,0.9786,5.24%
"Nov 20, 2011",0.9706,0.9986,1.0015,0.9659,-2.94%
"Nov 13, 2011",1,1.0331,1.0351,0.996,-2.70%
"Nov 06, 2011",1.0277,1.0412,1.0428,1.0049,-0.94%
"Oct 30, 2011",1.0375,1.0708,1.0711,1.0198,-3.06%
"Oct 23, 2011",1.0702,1.0325,1.0756,1.0311,3.17%
"Oct 16, 2011",1.0373,1.0326,1.0383,1.0114,0.27%
"Oct 09, 2011",1.0345,0.9759,1.0347,0.975,5.87%
"Oct 02, 2011",0.9771,0.9668,0.9881,0.9386,1.11%
"Sep 25, 2011",0.9664,0.9777,0.999,0.9611,-1.18%
"Sep 18, 2011",0.9779,1.0292,1.0316,0.9664,-5.63%
"Sep 11, 2011",1.0362,1.041,1.0444,1.0173,-1.08%
"Sep 04, 2011",1.0475,1.0607,1.0667,1.0419,-1.61%
"Aug 28, 2011",1.0646,1.0574,1.077,1.0558,0.69%
"Aug 21, 2011",1.0573,1.0382,1.0596,1.0357,1.64%
"Aug 14, 2011",1.0402,1.0366,1.0605,1.0311,0.44%
"Aug 07, 2011",1.0356,1.0431,1.0438,0.9924,-0.82%
"Jul 31, 2011",1.0442,1.0999,1.1067,1.0371,-5.03%
"Jul 24, 2011",1.0995,1.0846,1.1087,1.0791,1.37%
"Jul 17, 2011",1.0846,1.0629,1.088,1.0556,1.88%
"Jul 10, 2011",1.0646,1.0721,1.0806,1.0521,-1.02%
"Jul 03, 2011",1.0756,1.0777,1.0791,1.065,-0.20%
"Jun 26, 2011",1.0778,1.0477,1.0794,1.0386,2.67%
"Jun 19, 2011",1.0498,1.0598,1.0655,1.0451,-1.26%
"Jun 12, 2011",1.0632,1.053,1.0721,1.0473,0.92%
"Jun 05, 2011",1.0535,1.0732,1.0775,1.0524,-1.69%
"May 29, 2011",1.0716,1.0712,1.0775,1.0585,0.14%
"May 22, 2011",1.0701,1.0647,1.0724,1.0437,0.39%
"May 15, 2011",1.0659,1.0568,1.0713,1.0502,0.80%
"May 08, 2011",1.0574,1.071,1.0895,1.0517,-1.07%
"May 01, 2011",1.0688,1.0971,1.1014,1.0532,-2.55%
"Apr 24, 2011",1.0968,1.0756,1.0979,1.0673,2.11%
"Apr 17, 2011",1.0741,1.0549,1.0776,1.0441,1.64%
"Apr 10, 2011",1.0568,1.0556,1.0583,1.0387,0.04%
"Apr 03, 2011",1.0564,1.0392,1.0585,1.0285,1.66%
"Mar 27, 2011",1.0391,1.0242,1.0398,1.0202,1.27%
"Mar 20, 2011",1.0261,0.9952,1.0297,0.995,2.95%
"Mar 13, 2011",0.9967,1.0119,1.0131,0.9704,-1.75%
"Mar 06, 2011",1.0145,1.015,1.0187,0.9966,-0.01%
"Feb 27, 2011",1.0146,1.0147,1.0204,1.0073,-0.29%
"Feb 20, 2011",1.0175,1.0139,1.0179,0.9963,0.28%
"Feb 13, 2011",1.0147,0.9983,1.0158,0.9939,1.22%
"Feb 06, 2011",1.0025,1.0121,1.0192,0.9957,-1.08%
"Jan 30, 2011",1.0134,0.9899,1.02,0.9864,2.01%
"Jan 23, 2011",0.9934,0.9883,1.0026,0.9857,0.42%
"Jan 16, 2011",0.9892,0.9908,1.0078,0.9828,-0.03%
"Jan 09, 2011",0.9895,0.993,1.0021,0.9801,-0.70%
"Jan 02, 2011",0.9965,1.0206,1.0224,0.9903,-2.47%
"Dec 26, 2010",1.0217,1.0014,1.0268,0.998,1.68%
"Dec 19, 2010",1.0048,0.988,1.008,0.9858,1.61%
"Dec 12, 2010",0.9889,0.984,1.0029,0.9823,0.33%
"Dec 05, 2010",0.9856,0.9901,0.9967,0.9747,-0.71%
"Nov 28, 2010",0.9926,0.9684,0.9938,0.9535,2.89%
"Nov 21, 2010",0.9647,0.987,0.9956,0.961,-2.21%
"Nov 14, 2010",0.9865,0.9886,0.9922,0.9722,-0.02%
"Nov 07, 2010",0.9867,1.0149,1.0177,0.9823,-2.90%
"Oct 31, 2010",1.0162,0.9848,1.0185,0.9823,3.30%
"Oct 24, 2010",0.9837,0.9846,0.9978,0.9649,0.09%
"Oct 17, 2010",0.9828,0.9905,0.9949,0.966,-0.81%
"Oct 10, 2010",0.9908,0.9893,1.0006,0.9766,0.60%
"Oct 03, 2010",0.9849,0.9724,0.9921,0.954,1.35%
"Sep 26, 2010",0.9718,0.96,0.9752,0.9557,1.33%
"Sep 19, 2010",0.959,0.938,0.9618,0.9359,2.42%
"Sep 12, 2010",0.9363,0.9296,0.947,0.9286,1.05%
"Sep 05, 2010",0.9266,0.9157,0.9279,0.9089,1.09%
"Aug 29, 2010",0.9166,0.9013,0.9176,0.8858,1.95%
"Aug 22, 2010",0.8991,0.8864,0.9001,0.8769,0.55%
"Aug 15, 2010",0.8942,0.8927,0.9084,0.8839,0.15%
"Aug 08, 2010",0.8929,0.9186,0.9206,0.8912,-2.77%
"Aug 01, 2010",0.9183,0.9056,0.9224,0.9042,1.56%
"Jul 25, 2010",0.9042,0.896,0.907,0.8902,0.96%
"Jul 18, 2010",0.8956,0.866,0.8971,0.8631,3.06%
"Jul 11, 2010",0.869,0.8771,0.8873,0.8679,-0.98%
"Jul 04, 2010",0.8776,0.8417,0.8794,0.8315,4.27%
"Jun 27, 2010",0.8417,0.874,0.8778,0.8314,-3.79%
"Jun 20, 2010",0.8749,0.8812,0.886,0.8593,0.32%
"Jun 13, 2010",0.8721,0.8519,0.8731,0.8503,2.56%
"Jun 06, 2010",0.8503,0.8215,0.8511,0.8086,3.27%
"May 30, 2010",0.8234,0.8447,0.8523,0.821,-2.86%
"May 23, 2010",0.8476,0.8316,0.8553,0.8065,1.81%
"May 16, 2010",0.8325,0.8847,0.8862,0.8073,-6.02%
"May 09, 2010",0.8858,0.8999,0.9079,0.8848,-0.26%
"May 02, 2010",0.8881,0.9226,0.9276,0.8714,-3.95%
"Apr 25, 2010",0.9246,0.9255,0.9326,0.9133,-0.33%
"Apr 18, 2010",0.9277,0.9218,0.9339,0.9156,0.35%
"Apr 11, 2010",0.9245,0.936,0.9384,0.9222,-0.92%
"Apr 04, 2010",0.9331,0.9186,0.9347,0.9163,1.49%
"Mar 28, 2010",0.9194,0.9046,0.922,0.903,1.69%
"Mar 21, 2010",0.9041,0.9146,0.9199,0.8998,-1.23%
"Mar 14, 2010",0.9154,0.9178,0.9253,0.9094,0.01%
"Mar 07, 2010",0.9153,0.9077,0.9195,0.9054,0.89%
"Feb 28, 2010",0.9072,0.8959,0.9095,0.8933,1.35%
"Feb 21, 2010",0.8951,0.9012,0.9074,0.8799,-0.39%
"Feb 14, 2010",0.8986,0.8875,0.9039,0.8845,1.26%
"Feb 07, 2010",0.8874,0.8682,0.8921,0.8612,2.27%
"Jan 31, 2010",0.8677,0.88,0.893,0.8576,-1.91%
"Jan 24, 2010",0.8846,0.9033,0.9094,0.8832,-1.80%
"Jan 17, 2010",0.9008,0.9205,0.9283,0.8981,-2.43%
"Jan 10, 2010",0.9232,0.9293,0.9331,0.9168,-0.15%
"Jan 03, 2010",0.9246,0.8984,0.9267,0.8938,3.05%
"Dec 27, 2009",0.8972,0.885,0.9011,0.8827,1.39%
"Dec 20, 2009",0.8849,0.8906,0.8913,0.8733,-0.66%
"Dec 13, 2009",0.8908,0.9112,0.9177,0.8809,-2.35%
"Dec 06, 2009",0.9122,0.9129,0.9195,0.9013,-0.40%
"Nov 29, 2009",0.9159,0.9128,0.9328,0.9094,0.99%
"Nov 22, 2009",0.9069,0.9149,0.9325,0.8944,-0.95%
"Nov 15, 2009",0.9156,0.9336,0.9407,0.9058,-1.92%
"Nov 08, 2009",0.9335,0.9228,0.937,0.9193,1.60%
"Nov 01, 2009",0.9188,0.897,0.9199,0.8905,2.17%
"Oct 25, 2009",0.8993,0.9204,0.9278,0.894,-2.50%
"Oct 18, 2009",0.9224,0.9144,0.9328,0.9111,0.64%
"Oct 11, 2009",0.9165,0.904,0.9273,0.8981,1.39%
"Oct 04, 2009",0.9039,0.8659,0.9091,0.8645,4.47%
"Sep 27, 2009",0.8652,0.8658,0.8861,0.8566,-0.35%
"Sep 20, 2009",0.8682,0.866,0.8792,0.8588,0.07%
"Sep 13, 2009",0.8676,0.8619,0.8778,0.8542,0.45%
"Sep 06, 2009",0.8637,0.8516,0.8678,0.8508,1.52%
"Aug 30, 2009",0.8508,0.842,0.8538,0.8237,1.03%
"Aug 23, 2009",0.8421,0.838,0.8472,0.8237,0.87%
"Aug 16, 2009",0.8348,0.8295,0.8397,0.8153,0.25%
"Aug 09, 2009",0.8327,0.834,0.8478,0.8178,-0.54%
"Aug 02, 2009",0.8372,0.835,0.8472,0.8338,0.22%
"Jul 26, 2009",0.8354,0.8183,0.837,0.8122,2.20%
"Jul 19, 2009",0.8174,0.8022,0.8225,0.8022,1.87%
"Jul 12, 2009",0.8024,0.7795,0.8073,0.77,3.03%
"Jul 05, 2009",0.7788,0.7946,0.8039,0.7721,-2.30%
"Jun 28, 2009",0.7971,0.8061,0.8157,0.7901,-1.28%
"Jun 21, 2009",0.8074,0.8056,0.809,0.7787,0.14%
"Jun 14, 2009",0.8063,0.8086,0.8121,0.7848,-0.74%
"Jun 07, 2009",0.8123,0.7935,0.8237,0.7825,2.40%
"May 31, 2009",0.7933,0.8026,0.8266,0.7883,-0.99%
"May 24, 2009",0.8012,0.7816,0.8017,0.7701,2.35%
"May 17, 2009",0.7828,0.7502,0.787,0.7449,4.54%
"May 10, 2009",0.7488,0.7706,0.7715,0.7464,-2.72%
"May 03, 2009",0.7697,0.7329,0.771,0.7312,5.34%
"Apr 26, 2009",0.7307,0.7211,0.7385,0.6988,1.04%
"Apr 19, 2009",0.7232,0.7236,0.7241,0.6951,0.24%
"Apr 12, 2009",0.7215,0.7216,0.7327,0.7135,0.26%
"Apr 05, 2009",0.7196,0.7156,0.7211,0.7023,0.64%
"Mar 29, 2009",0.715,0.6899,0.723,0.6763,3.07%
"Mar 22, 2009",0.6937,0.6896,0.7096,0.6864,1.02%
"Mar 15, 2009",0.6867,0.6553,0.6946,0.6527,4.23%
"Mar 08, 2009",0.6588,0.6403,0.6605,0.6303,2.83%
"Mar 01, 2009",0.6407,0.6382,0.6528,0.6283,0.13%
"Feb 22, 2009",0.6399,0.6447,0.6555,0.6337,-0.94%
"Feb 15, 2009",0.646,0.6519,0.6542,0.633,-1.67%
"Feb 08, 2009",0.657,0.6733,0.685,0.6428,-2.81%
"Feb 01, 2009",0.676,0.6356,0.6804,0.6245,6.44%
"Jan 25, 2009",0.6351,0.6566,0.6733,0.6343,-3.11%
"Jan 18, 2009",0.6555,0.6761,0.6844,0.6416,-2.57%
"Jan 11, 2009",0.6728,0.6989,0.7006,0.6535,-4.34%
"Jan 04, 2009",0.7033,0.7113,0.7269,0.6954,-1.01%
"Dec 28, 2008",0.7105,0.6861,0.712,0.6834,3.54%
"Dec 21, 2008",0.6862,0.6827,0.6894,0.6753,0.50%
"Dec 14, 2008",0.6828,0.6636,0.7142,0.661,3.11%
"Dec 07, 2008",0.6622,0.6481,0.6802,0.6455,2.30%
"Nov 30, 2008",0.6473,0.6529,0.6538,0.6289,-1.19%
"Nov 23, 2008",0.6551,0.6322,0.6619,0.623,3.89%
"Nov 16, 2008",0.6306,0.6382,0.6598,0.6073,-2.81%
"Nov 09, 2008",0.6488,0.686,0.6985,0.6339,-4.00%
"Nov 02, 2008",0.6758,0.6698,0.7014,0.6543,1.18%
"Oct 26, 2008",0.6679,0.615,0.6895,0.6004,7.14%
"Oct 19, 2008",0.6234,0.6904,0.7067,0.6055,-9.51%
"Oct 12, 2008",0.6889,0.6732,0.7242,0.6508,7.11%
"Oct 05, 2008",0.6432,0.7727,0.7732,0.6328,-16.91%
"Sep 28, 2008",0.7741,0.8273,0.8332,0.7697,-6.87%
"Sep 21, 2008",0.8312,0.8373,0.8521,0.8238,-0.32%
"Sep 14, 2008",0.8339,0.8194,0.8362,0.78,1.25%
"Sep 07, 2008",0.8236,0.8321,0.8355,0.7898,0.91%
"Aug 31, 2008",0.8162,0.8563,0.8582,0.8027,-4.89%
"Aug 24, 2008",0.8582,0.8672,0.8696,0.8492,-0.79%
"Aug 17, 2008",0.865,0.8664,0.8815,0.8624,-0.14%
"Aug 10, 2008",0.8662,0.8854,0.8953,0.8589,-2.53%
"Aug 03, 2008",0.8887,0.9296,0.9348,0.8864,-4.36%
"Jul 27, 2008",0.9292,0.9554,0.9597,0.9283,-2.84%
"Jul 20, 2008",0.9564,0.9719,0.9794,0.9536,-1.48%
"Jul 13, 2008",0.9708,0.9706,0.9851,0.9661,0.37%
"Jul 06, 2008",0.9672,0.9624,0.972,0.9474,0.40%
"Jun 29, 2008",0.9633,0.9608,0.9669,0.951,0.25%
"Jun 22, 2008",0.9609,0.9531,0.9635,0.9491,0.73%
"Jun 15, 2008",0.9539,0.9394,0.9568,0.9359,1.53%
"Jun 08, 2008",0.9395,0.9618,0.9648,0.9325,-2.41%
"Jun 01, 2008",0.9627,0.9545,0.9644,0.9484,0.71%
"May 25, 2008",0.9559,0.9591,0.9645,0.951,-0.39%
"May 18, 2008",0.9596,0.9564,0.9656,0.9508,0.44%
"May 11, 2008",0.9554,0.9416,0.956,0.9289,1.39%
"May 04, 2008",0.9423,0.9352,0.9508,0.934,0.66%
"Apr 27, 2008",0.9361,0.9339,0.9473,0.9273,0.25%
"Apr 20, 2008",0.9338,0.933,0.9544,0.9289,0.02%
"Apr 13, 2008",0.9336,0.9251,0.9402,0.9203,0.63%
"Apr 06, 2008",0.9278,0.9211,0.9349,0.9164,0.51%
"Mar 30, 2008",0.9231,0.9164,0.9237,0.9028,0.57%
"Mar 23, 2008",0.9179,0.9007,0.9255,0.8976,1.75%
"Mar 16, 2008",0.9021,0.9361,0.9448,0.8952,-3.80%
"Mar 09, 2008",0.9377,0.9262,0.9474,0.9146,1.11%
"Mar 02, 2008",0.9274,0.9325,0.9422,0.9215,-0.44%
"Feb 24, 2008",0.9315,0.9238,0.9499,0.9214,0.79%
"Feb 17, 2008",0.9242,0.9075,0.9252,0.9068,1.76%
"Feb 10, 2008",0.9082,0.8963,0.91,0.8921,1.38%
"Feb 03, 2008",0.8958,0.903,0.9102,0.8871,-0.93%
"Jan 27, 2008",0.9042,0.8789,0.9048,0.8765,2.81%
"Jan 20, 2008",0.8795,0.8785,0.8855,0.8511,-0.01%
"Jan 13, 2008",0.8796,0.8894,0.9021,0.8698,-1.30%
"Jan 06, 2008",0.8912,0.8714,0.8978,0.8681,2.31%
"Dec 30, 2007",0.8711,0.8768,0.8851,0.8698,-0.43%
"Dec 23, 2007",0.8749,0.8674,0.8794,0.8671,0.86%
"Dec 16, 2007",0.8674,0.8625,0.87,0.8551,0.70%
"Dec 09, 2007",0.8614,0.8754,0.8907,0.8604,-1.83%
"Dec 02, 2007",0.8775,0.8828,0.8857,0.8658,-0.76%
"Nov 25, 2007",0.8842,0.8807,0.8922,0.8663,0.80%
"Nov 18, 2007",0.8772,0.8961,0.9,0.8651,-1.68%
"Nov 11, 2007",0.8922,0.9038,0.9091,0.8751,-2.24%
"Nov 04, 2007",0.9126,0.9208,0.9403,0.91,-1.17%
"Oct 28, 2007",0.9234,0.9196,0.9345,0.9104,0.54%
"Oct 21, 2007",0.9184,0.8888,0.9188,0.8749,3.12%
"Oct 14, 2007",0.8906,0.9059,0.908,0.8814,-1.50%
"Oct 07, 2007",0.9042,0.8991,0.9062,0.891,0.76%
"Sep 30, 2007",0.8974,0.8879,0.9005,0.8791,1.14%
"Sep 23, 2007",0.8873,0.8675,0.8889,0.8608,2.35%
"Sep 16, 2007",0.8669,0.8417,0.8704,0.8273,3.04%
"Sep 09, 2007",0.8413,0.8267,0.8439,0.817,1.83%
"Sep 02, 2007",0.8262,0.8159,0.831,0.8157,1.04%
"Aug 26, 2007",0.8177,0.8277,0.8336,0.8049,-1.17%
"Aug 19, 2007",0.8274,0.7974,0.8282,0.789,3.65%
"Aug 12, 2007",0.7983,0.8456,0.8508,0.7672,-5.41%
"Aug 05, 2007",0.844,0.8537,0.8663,0.8398,-1.24%
"Jul 29, 2007",0.8546,0.8488,0.8616,0.8444,0.39%
"Jul 22, 2007",0.8513,0.8795,0.8873,0.8505,-3.24%
"Jul 15, 2007",0.8798,0.8697,0.8834,0.8691,1.00%
"Jul 08, 2007",0.8711,0.858,0.8718,0.8563,1.50%
"Jul 01, 2007",0.8582,0.8523,0.8611,0.8494,1.11%
"Jun 24, 2007",0.8488,0.8479,0.8522,0.8353,0.13%
"Jun 17, 2007",0.8477,0.8415,0.8495,0.8396,0.61%
"Jun 10, 2007",0.8426,0.8442,0.8448,0.8331,-0.31%
"Jun 03, 2007",0.8452,0.8328,0.8477,0.8308,1.50%
"May 27, 2007",0.8327,0.8187,0.8334,0.8161,1.71%
"May 20, 2007",0.8187,0.8244,0.8269,0.8172,-0.47%
"May 13, 2007",0.8226,0.8316,0.8354,0.8201,-1.21%
"May 06, 2007",0.8327,0.8215,0.8337,0.8203,1.18%
"Apr 29, 2007",0.823,0.8284,0.8333,0.8168,-0.82%
"Apr 22, 2007",0.8298,0.8374,0.8379,0.8231,-0.92%
"Apr 15, 2007",0.8375,0.8338,0.8393,0.8276,0.49%
"Apr 08, 2007",0.8334,0.8163,0.8347,0.8149,2.08%
"Apr 01, 2007",0.8164,0.8099,0.8214,0.8062,0.98%
"Mar 25, 2007",0.8085,0.8055,0.8127,0.8026,0.52%
"Mar 18, 2007",0.8043,0.7951,0.8094,0.7933,1.08%
"Mar 11, 2007",0.7957,0.7806,0.7977,0.7794,2.04%
"Mar 04, 2007",0.7798,0.781,0.7825,0.7679,-0.26%
"Feb 25, 2007",0.7818,0.791,0.7948,0.781,-1.28%
"Feb 18, 2007",0.7919,0.7879,0.7927,0.7844,0.61%
"Feb 11, 2007",0.7871,0.7758,0.7874,0.7706,1.29%
"Feb 04, 2007",0.7771,0.774,0.7825,0.7722,0.26%
"Jan 28, 2007",0.7751,0.7736,0.7771,0.7695,0.18%
"Jan 21, 2007",0.7737,0.7894,0.7939,0.7717,-2.06%
"Jan 14, 2007",0.79,0.7844,0.791,0.781,0.86%
"Jan 07, 2007",0.7833,0.7791,0.7843,0.7758,0.53%
"Dec 31, 2006",0.7792,0.7878,0.7985,0.7783,-1.28%
"Dec 24, 2006",0.7893,0.7844,0.7925,0.7805,0.69%
"Dec 17, 2006",0.7839,0.7816,0.7882,0.7779,0.31%
"Dec 10, 2006",0.7815,0.7848,0.7894,0.7794,-0.53%
"Dec 03, 2006",0.7857,0.7892,0.7933,0.7833,-0.39%
"Nov 26, 2006",0.7888,0.7812,0.7927,0.776,1.28%
"Nov 19, 2006",0.7788,0.7684,0.7792,0.7674,1.27%
"Nov 12, 2006",0.769,0.7671,0.7698,0.7613,0.18%
"Nov 05, 2006",0.7676,0.7698,0.7764,0.7643,-0.31%
"Oct 29, 2006",0.77,0.7686,0.7769,0.767,0.23%
"Oct 22, 2006",0.7682,0.7586,0.7697,0.7558,1.28%
"Oct 15, 2006",0.7585,0.7507,0.7606,0.7491,0.99%
"Oct 08, 2006",0.7511,0.7427,0.7533,0.7412,1.12%
"Oct 01, 2006",0.7428,0.7452,0.7495,0.7414,-0.50%
"Sep 24, 2006",0.7465,0.7511,0.7558,0.7433,-0.45%
"Sep 17, 2006",0.7499,0.7521,0.758,0.7491,-0.39%
"Sep 10, 2006",0.7528,0.7535,0.757,0.7481,-0.16%
"Sep 03, 2006",0.754,0.7665,0.7723,0.7529,-1.69%
"Aug 27, 2006",0.767,0.7573,0.7671,0.756,1.25%
"Aug 20, 2006",0.7575,0.7591,0.767,0.7549,-0.13%
"Aug 13, 2006",0.7585,0.7659,0.7703,0.7561,-0.99%
"Aug 06, 2006",0.7661,0.7666,0.7716,0.7563,-0.05%
"Jul 30, 2006",0.7665,0.7665,0.7685,0.7583,-0.13%
"Jul 23, 2006",0.7675,0.7523,0.7682,0.7498,1.99%
"Jul 16, 2006",0.7525,0.7531,0.7546,0.7403,-0.12%
"Jul 09, 2006",0.7534,0.7518,0.7569,0.7459,0.37%
"Jul 02, 2006",0.7506,0.7433,0.753,0.7396,1.12%
"Jun 25, 2006",0.7423,0.7309,0.7451,0.7268,1.42%
"Jun 18, 2006",0.7319,0.7375,0.7424,0.7303,-0.96%
"Jun 11, 2006",0.739,0.7485,0.75,0.7343,-1.24%
"Jun 04, 2006",0.7483,0.7506,0.7546,0.7389,-0.45%
"May 28, 2006",0.7517,0.7579,0.7654,0.7438,-0.79%
"May 21, 2006",0.7577,0.7563,0.762,0.7464,-0.08%
"May 14, 2006",0.7583,0.7744,0.7749,0.7523,-1.84%
"May 07, 2006",0.7725,0.7726,0.7794,0.7631,0.08%
"Apr 30, 2006",0.7719,0.7587,0.7745,0.7549,1.87%
"Apr 23, 2006",0.7577,0.747,0.7607,0.7417,2.17%
"Apr 16, 2006",0.7416,0.7276,0.7484,0.727,1.90%
"Apr 09, 2006",0.7278,0.7261,0.7345,0.7235,0.28%
"Apr 02, 2006",0.7258,0.7157,0.7343,0.7113,1.33%
"Mar 26, 2006",0.7163,0.709,0.7176,0.7013,0.93%
"Mar 19, 2006",0.7097,0.7285,0.7288,0.7059,-2.47%
"Mar 12, 2006",0.7277,0.7326,0.7411,0.7262,-0.56%
"Mar 05, 2006",0.7318,0.7444,0.7486,0.73,-1.78%
"Feb 26, 2006",0.7451,0.739,0.7487,0.7358,0.74%
"Feb 19, 2006",0.7396,0.7388,0.7425,0.7339,0.08%
"Feb 12, 2006",0.739,0.7372,0.7444,0.7345,0.23%
"Feb 05, 2006",0.7373,0.7497,0.7503,0.7364,-1.59%
"Jan 29, 2006",0.7492,0.7499,0.759,0.7472,-0.05%
"Jan 22, 2006",0.7496,0.7485,0.7562,0.7474,0.21%
"Jan 15, 2006",0.748,0.7545,0.7579,0.7441,-0.93%
"Jan 08, 2006",0.755,0.753,0.7569,0.7478,0.12%
"Jan 01, 2006",0.7541,0.7327,0.7553,0.7313,2.81%
"Dec 25, 2005",0.7335,0.7288,0.7348,0.7232,0.69%
"Dec 18, 2005",0.7285,0.7441,0.7473,0.7265,-2.19%
"Dec 11, 2005",0.7448,0.7487,0.7581,0.7415,-0.76%
"Dec 04, 2005",0.7505,0.7466,0.7546,0.744,0.24%
"Nov 27, 2005",0.7487,0.7344,0.7493,0.732,1.75%
"Nov 20, 2005",0.7358,0.7322,0.7408,0.7318,0.30%
"Nov 13, 2005",0.7336,0.7324,0.7355,0.726,0.10%
"Nov 06, 2005",0.7329,0.7318,0.7386,0.7283,-0.01%
"Oct 30, 2005",0.733,0.7497,0.7524,0.7308,-2.19%
"Oct 23, 2005",0.7494,0.7488,0.7603,0.7463,0.04%
"Oct 16, 2005",0.7491,0.7542,0.7549,0.7437,-0.47%
"Oct 09, 2005",0.7526,0.7564,0.7607,0.746,-0.55%
"Oct 02, 2005",0.7568,0.7624,0.7647,0.755,-0.58%
"Sep 25, 2005",0.7612,0.7574,0.7644,0.7527,0.42%
"Sep 18, 2005",0.758,0.7662,0.7732,0.7567,-1.15%
"Sep 11, 2005",0.7668,0.7748,0.7765,0.764,-1.06%
"Sep 04, 2005",0.775,0.7639,0.776,0.7635,1.21%
"Aug 28, 2005",0.7657,0.7551,0.7668,0.7455,1.22%
"Aug 21, 2005",0.7565,0.7515,0.7616,0.7503,0.65%
"Aug 14, 2005",0.7516,0.7731,0.7747,0.7495,-2.64%
"Aug 07, 2005",0.772,0.7678,0.7756,0.7584,0.43%
"Jul 31, 2005",0.7687,0.7558,0.7743,0.7551,1.57%
"Jul 24, 2005",0.7568,0.7615,0.765,0.7525,-1.36%
"Jul 17, 2005",0.7672,0.7485,0.7689,0.7473,2.47%
"Jul 10, 2005",0.7487,0.7424,0.758,0.7416,0.77%
"Jul 03, 2005",0.743,0.7511,0.7524,0.7364,-1.18%
"Jun 26, 2005",0.7519,0.769,0.7706,0.7493,-2.36%
